Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN8A;HS051921;0.0110;1838;245;0;597;55;16648;6334;0043194,16023,30425,43025,33268,1518,30018,5524,5248,7628,7411,7517,42552,50905,7422,9636, 0007605;;;;;12q13;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABRB3;HS044448;0.0109;639;105;0;303;47;16648;2562;0030054,34707,5887,45211,5254,5230,4890,90102,60119,60384,34220,7605, 0007268;04726,4723,4080,4727,5033, 05032;;;;15q12;15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNA1;HS047018;0.0109;1991;227;0;724;57;16648;3736;0016324,30425,44224,43025,8076,5251,51260, 0007268;;;;;12p13.32;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACNA1H;HS055731;0.0108;1763;159;0;592;54;16648;8912;0005901,42383,5891,8332,46872,32342,7411,70509,32870,35865,34651,6936,7517,7520,2000344,8016, 0042391;04020,4713, 04010;;;;16p13.3;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIN2B;HS045867;0.0104;7284;201;0;2928;81;16648;2904;0030054,9986,17146,43005,14069,45211,8021,5262,5234,16594,4972,8270,1662,48266,50966,1701,7612,7611,7613,60079,48167,45471,7423,1964,1967, 0007268;04014,4015,4728,5322,4713,4724,5033,4080,4720,5014,5030,5016,5031,5034, 05010;;;;12p12;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A3;HS052462;0.0103;3908;158;0;1277;63;16648;6507;0042995,9986,43205,16021,43025,5886,16595,5314,5313,17153,31223,48667,21545,70779,9449,6537,51938,50885,1504,50806,46677,42493,9416,9611, 0007605;04724;;;;5p13;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENO1;HS043054;0.0102;14232;125;0;9447;123;16648;2023;0005829,70062,31430,5634,15,5886,3677,287,4634,3700,3714,6094,6096,30308,122,9615,44281, 0006351;03018,1230,1200,1100,10, 04066;;;;1p36.2;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURKA;HS052810;0.0102;3974;115;0;1377;64;16648;6790;0005829,30496,5634,48471,5876,31616,5524,4674,4712,31145,51301,30030,7067,32091,48015,45840,46777,46605,31647,7051, 0043146;04114;;;;20q13;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFAH1B1;HS048626;0.0100;1817;150;0;497;49;16648;5048;0000235,5938,31252,5813,5829,30426,5871,776,5875,31512,43025,5635,31965,48471,31982,34452,45502,8201,8017,43274,51219,42803,1675,30036,8344,1667,48854,21895,21540,51660,132,86,21766,21819,7611,16042,31023,7067,46329,10977,7405,50885,1764,51081,7097,36035,46469,45773,1961,45931,9306,32319,8090,17145,7268, 0047496;00565, 01100;;;;17p13.3;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No mapping: HS085146;HS085146;0.0097;347;167;0;106;35;16648;;;;;;;null;null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNJ11;HS047130;0.0097;5159;261;0;1842;67;16648;3767;0008282,5783,5739,30315,8076,5524,15272,30955,6112,6006,46676,10107,42391,33198,42493,33574,44281, 0007268;04911, 04930;;;;11p15.1;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIN1;HS045863;0.0096;3695;188;0;1220;59;16648;2902;0030054,9986,32590,43197,60076,17146,14069,45211,43083,8021,43195,5262,5509,5516,5234,16595,16594,4972,42165,22843,8344,55074,6812,6874,71287,21987,1661,35235,7616,60179,43524,8355,21586,43065,2000463,45944,60134,18964,50770,48814,48169,43576,51963,7585,1975,51592,45471,60992,43278,48511,19233,35176,1967,35249, 0008542;05033,4015,5030,5016,4080,5010,5031,4720,4713,5034,5014,4014,4724, 04020;;;;9q34.3;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A1;HS052454;0.0093;3206;243;0;805;52;16648;6505;0005887,16595,15501,5313,17153,70779,51938,51260, 0007268;04724, 04974;;;;9p24;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE3A;HS053287;0.0093;2547;150;0;753;51;16648;7337;0005737,5829,5634,502,3713,4842,30521,7420,19048,1541,14068,45944,60736,70936,42787, 0035037;04120, 05203;;;;15q11.2;15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN3A;HS051915;0.0092;644;122;0;261;40;16648;6328;0005737,1518, 0005248;;;;;2q24;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCDH19;HS051204;0.0092;229;178;0;37;28;16648;57526;0016021,5886,5509, 0007156;;;;;Xq22.1;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIK1;HS045833;0.0091;1204;163;0;468;45;16648;2897;0030054,30425,5887,32983,45211,42734,5234,15277,30534,48266,7417,51967,14054,32230,60079,60080,51966,7268, 0035249;04080, 04724;;;;21q22.11;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNR1;HS041138;0.0090;25731;351;0;7763;105;16648;1268;0005887,4949,8144,7188,7568,7610,60135,7613,45759,45776,33602,31999,33004,51001,2866,43065,45777,31622,10976,60259,50796,60405,32228,51966,42220,45471,32496,43278,35094,7584,6950,19233, 0007283;04723,4080, 04015;;;;6q14-q15;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM2;HS038282;0.0089;3608;136;0;1301;57;16648;2912;0030424,30054,30425,5887,5622,42734,5246,4930,8066,1641,14047,7194, 0007268;04724,4080, 05030;;;;3p21.2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARX;HS042623;0.0089;750;249;0;159;35;16648;170302;0005634,3682,43565,3700,7411,21846,21853,21800,21831,21759,1764,46622,42127, 0006351;;;;;Xp21.3;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC12A2;HS052579;0.0088;3526;145;0;1238;56;16648;6558;0016324,16323,5887,51739,8511,60444,50910,60763,35264,6813,6814,70634, 0030321;05110,4972, 04970;;;;5q23.3;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST;HS052773;0.0088;76498;528;0;28598;197;16648;6750;0005615,43025,5179,7586,7186,8628,6972,8285,30334,43200,42493,9408,7584,48545, 0007268;04971, 04080;;;;3q28;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADK;HS041367;0.0088;3184;303;0;1271;56;16648;132;0005829,5634,4001,5524,46872,16773,46085,6167,44209,32922,6175,10613,42102,6144,6166,43101, 0044342;00230, 01100;;;;10q22;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAD2;HS044495;0.0084;5319;134;0;1898;61;16648;2572;0031225,30424,30054,61202,5829,139,48471,5886,42734,30672,16595,4351,30170,6540,42136,7269, 0042493;00250,410,650,430,4727,4940, 01100;;;;10p11.23;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLNA;HS043799;0.0083;3061;128;0;768;47;16648;2316;0015629,5938,5829,70062,31523,5634,5886,5802,51015,34988,1948,42803,48365,17160,4871,51764,31532,7195,34329,42384,51220,45022,1837,45184,42177,43433,30168,2576,43123,42993,34394,50821,43113, 0090307;04510,5205,4010, 05132;;;;Xq28;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPDC5;HS056707;0.0082;159;101;0;42;26;16648;9681;0005829,5765,48471,5096,35556, 0043547;;;;;22q12.3;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA1;HS041420;0.0081;6723;145;0;3272;71;16648;134;0032279,30673,16323,30425,12505,5783,5887,43025,14069,45211,48786,42734,43195,1609,4629,1883,186,7193,97190,7267,50890,50965,6954,16042,2674,43066,45776,55118,8285,42323,14050,45822,46888,2686,50995,70256,32900,35814,32229,51967,45908,7399,6909,45777,45741,32244,2793,43268,35307,6612,60079,3093,2087,48167,60087,1666, 0001659;05032, 04080;;;;1q32.1;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRM5;HS038285;0.0080;5895;188;0;1877;59;16648;2915;0005737,43198,43197,5887,14069,4930,8066,185,2029,7612,7626,40013,7206,48170,7205,6468,6355, 0007268;04020,4080,4724,5016,4723,4720, 04540;;;;11q14.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNT1;HS051251;0.0080;119;81;0;59;27;16648;57582;0008076,15269, 0005249;;;;;9q34.3;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELN;HS050763;0.0078;4908;189;0;1207;51;16648;5649;0005737,30425,5615,5578,46872,4712,8236,70326,8306,7411,7155,21800,16358,10001,21766,7616,97114,1764,18108,2000969,32793,61003,2000463,1900273,10976,14068,61098,51057,90129,51968,32008,97119,6508,97120,38026,50795,2000310,48265,21511, 0021517;04512,4151, 04510;;;;7q22;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMT;HS044655;0.0078;390;46;0;225;34;16648;2593;0005829,30731,34641,6601,6936,9887,40014, 0007283;00260,330, 01100;;;;19p13.3;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAL;HS048799;0.0078;18786;290;0;4098;75;16648;51083;0005576,5794,30141,5184,7631,30252,6954,30073,50672,7399,7218,43065,31943,42493,43627,32868, 0006939;04080;;;;11q13.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABRD;HS044452;0.0077;260;64;0;148;31;16648;2563;0030054,34707,5887,45211,5254,5230,4890,7268, 0006810;04723,4080,4727,5032, 05033;;;;1p36.3;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRL;HS050699;0.0077;168797;931;0;47786;257;16648;5617;0005576,30141,5148,8283,7623,7565,60397,7595,33555,42698,7567,50679,46427,40014,30278,42493,32355,45471,32496,7584, 0007262;04060,4917,4080,4630, 04151;;;;6p22.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNJ10;HS047129;0.0076;1791;221;0;471;39;16648;3766;0016324,16323,16010,5887,5902,5524,15272,7628,22010,6954,51935,60081,21554,55075,10107,51289,48169,60075,51930,9637,51384,51385,7268, 0007601;04971;;;;1q23.2;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFHC1;HS040572;0.0076;193;91;0;50;25;16648;114327;0005930,5929,43025,5509, 0008022;;;;;6p12.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDYN;HS049241;0.0072;13478;219;0;4321;73;16648;5173;0005576,5886,8219,7218, 0007268;05034,5030, 05031;;;;20p13;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCN1;HS046773;0.0071;1269;120;0;414;36;16648;348980;0030424,30425,5887,30552,5272,5249,45176,42391,46549,35725, 0007268;;;;;5p12;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP2C9;HS042261;0.0070;12394;323;0;3716;68;16648;1559;0005789,52741,18675,18676,34875,8144,20037,5506,8395,19373,42738,16098,97267,70989,8202,19627, 0006805;05204,4726,982,590,591,980, 00830;;;;10q24;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIA2;HS045811;0.0069;2365;118;0;837;42;16648;2891;0032281,30054,30666,5789,45211,8021,4971,5234,15277, 0007268;04080,4730,4723,4724,4728,5031,5030,4720,5014,5033, 04713;;;;4q32.1;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHBG;HS052292;0.0067;26822;244;0;7796;89;16648;6462;0005576,5497,42803,9914, 0007285;;;;;17p13.1;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIK2;HS045842;0.0067;1583;128;0;568;37;16648;2898;0030054,5887,32983,43025,45211,42734,5234,15277,1662,6874,6886,43524,51967,50806,19228,60079,60080,48169,48172,7268, 0035249;04724, 04080;;;;6q16.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTRK2;HS048510;0.0066;12311;252;0;3787;66;16648;4915;0009986,5829,43197,10008,60076,30426,5887,43025,14069,45211,48786,43195,5524,48403,60175,42803,7190,7568,35584,21954,21987,7631,14047,7612,7616,60291,42490,2000811,43524,7528,1764,48011,48709,48935,50772,8284,10628,43410,10976,14068,51968,46777,50773,46928,51896,32314,10996,46548, 0001570;04722,4010, 05034;;;;9q22.1;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRNA2;HS040533;0.0066;136;55;0;61;23;16648;1135;0005892,30054,45211,15464, 0004889;04080;;;;8p21;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHLRC1;HS047164;0.0065;571;90;0;175;28;16648;378884;0005783,5634,48471,4842,8270,31398,43161, 0000209;04120;;;;6p22.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC6A8;HS052543;0.0065;435;83;0;148;27;16648;6535;0016021,5887,5886,15220,5309,5328,34641,6600, 0006936;;;;;Xq28;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLCN2;HS040809;0.0065;1437;107;0;387;33;16648;1181;0034707,5886,30554,5247,60689, 0060041;04978;;;;3q27.1;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP2C19;HS042259;0.0063;11705;218;0;3518;62;16648;1557;0005789,52741,18675,18676,20037,5506,19825,8395,19373,42738,46483,16098,97267,8202, 0006805;00591,4726,5204,590, 00982;;;;10q24;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTR1A;HS046400;0.0063;22099;251;0;8228;88;16648;3350;0005887,4993,7198,1662,8283,35640,8284,50795,42053,46883,14062,42428, 0042310;04080, 04726;;;;5q11.2-q13;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYP;HS052850;0.0062;12929;161;0;6905;81;16648;6855;0030054,60076,30285,44306,48786,42734,43234,5509,15485,5215,71310,48169,2000474,48172,16188, 0048499;;;;;Xp11.23-p11.22;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK2A;HS054418;0.0062;15547;225;0;4608;68;16648;815;0030054,5829,30666,5654,5886,42734,5524,4683,16301,6816,82,60333,51092,46777,6468,48168,46928, 0007268;04310,4720,4722,4728,4725,4012,4020,4261,4912,4916,4911,4713,4971,5152,5205,5214,4114,4066,4740, 05031;;;;5q32;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQP4;HS046916;0.0060;11476;333;0;2609;54;16648;361;0016323,5911,5737,9897,5887,43234,30315,15288,15250,15670,71392,71346,7588,7565,42538,50891,7399,51260,70295,51384,9314, 0007605;04962, 04976;;;;18q11.2-q12.1;18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC6A11;HS052548;0.0059;501;66;0;179;26;16648;6538;0042995,5737,16021,5887,5886,5332,42165,5328,7420,7269,42493, 0055085;04727;;;;3p25.3;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
