Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
FLNA;HS043799;0.0135;3061;4;0;768;1;245;2316;0015629, 0005938, 0005829, 0070062, 0031523, 0005634, 0005886, 0005802, 0051015, 0034988, 0001948, 0042803, 0048365, 0017160, 0004871, 0051764, 0031532, 0007195, 0034329, 0042384, 0051220, 0045022, 0001837, 0045184, 0042177, 0043433, 0030168, 0002576, 0043123, 0042993, 0034394, 0050821, 0043113, 0090307;04510, 05205, 04010, 05132;;;;Xq28;X
ICAM3;HS046458;0.0132;1908;1;0;820;1;245;3385;0005887, 0005178, 0016337, 0050776;04514;;;;19p13.3-p13.2;19
GFAP;HS045002;0.0131;50568;3;0;21485;3;245;2670;0097449, 0044297, 0005829, 0005882, 0016020, 0005200, 0014002, 0060020, 0030198, 0045109, 0060291, 0010977, 0031102, 0010625, 0051580, 0009611;;;;;17q21;17
ALPI;HS044288;0.0128;2224;8;0;908;1;245;248;0031225, 0016021, 0016020, 0005886, 0004035, 0046872, 0016310;01100, 00790;;;;2q37.1;2
TNFRSF1B;HS053080;0.0127;24272;2;0;8804;2;245;7133;0005576, 0016021, 0045121, 0043025, 0005634, 0048471, 0005886, 0043196, 0005031, 0071363, 0071222, 0006955, 0006954, 0050728, 0051044, 0050779;05014, 04920, 04060, 04668;;;;1p36.22;1
TPMT;HS053113;0.0124;6229;1;0;999;1;245;7172;0005829, 0008119, 0006139, 0044281, 0006805;00983;;;;6p22.3;6
PELI1;HS051038;0.0123;2281;1;0;1029;1;245;57162;0005829, 0005634, 0004842, 0045087, 0002755, 0032088, 0042130, 0030890, 0001819, 0043123, 0031398, 0034141, 0034145, 0070936, 0043331, 0032496, 0008063, 0034166, 0034134, 0034142, 0034146, 0034162, 0038123, 0038124;;;;;2p13.3;2
MPI;HS048049;0.0123;2532;5;0;1032;1;245;4351;0005829, 0004476, 0008270, 0006488, 0009298, 0043687, 0018279;01100, 00520, 00051;;;;15q24.1;15
KL;HS056411;0.0122;5935;10;0;1058;1;245;9365;0005576, 0005615, 0016021, 0005887, 0008422, 0004566, 0004871, 0005499, 0002526, 0007568, 0055074, 0005975, 0006112, 0007173, 0038095, 0008543, 0045087, 0008286, 0048011, 0048015, 0030501, 0090080;01100, 04961, 00500, 00040;;;;13q12;13
RNPC3;HS050335;0.0120;1930;1;0;1101;1;245;55599;0005689, 0003676, 0000166, 0003723, 0006397, 0008380;;;;;1p21;1
CSPG4;HS041863;0.0118;3013;1;0;1152;1;245;1464;0016324, 0009986, 0005576, 0005796, 0005887, 0031258, 0043202, 0004871, 0000187, 0001525, 0005975, 0008283, 0030206, 0030207, 0030208, 0008347, 0035556, 0050731, 0048771, 0007169;;;;;15q24.2;15
TBX1;HS052891;0.0115;3600;1;0;1258;1;245;6899;0005634, 0003677, 0046983, 0042803, 0043565, 0001525, 0009952, 0035909, 0001974, 0001708, 0008283, 0044344, 0071300, 0090103, 0060982, 0007368, 0048703, 0070166, 0030855, 0060325, 0007507, 0001945, 0097152, 0007498, 0042474, 0042693, 0060415, 0045596, 2001054, 0001755, 0071600, 0042473, 0003148, 0060017, 0060037, 0050679, 0043410, 0002053, 0001934, 0072513, 2001037, 0045944, 0045893, 2000027, 0048384, 0048752, 0007605, 0035176, 0060023, 0048538, 0030878, 0043587, 0006351, 0021644;;;;;22q11.21;22
SYN1;HS052848;0.0114;3262;2;0;1260;1;245;6853;0030054, 0005829, 0030425, 0005794, 0008021, 0005524, 0003824, 0005215, 0008152, 0007269, 0007268;;;;;Xp11.23;X
PER3;HS055688;0.0114;2533;1;0;1283;1;245;8863;0005737, 0005634, 0004871, 0007623, 0000122, 0006351;04713, 04710, 05168;;;;1p36.23;1
CTH;HS042016;0.0112;2622;1;0;1337;1;245;1491;0005829, 0005634, 0004123, 0047982, 0080146, 0044540, 0030170, 0034641, 0019344, 0030968, 0070814, 0043066, 0043123, 0051092, 0051289, 0044524, 0018272, 0000098, 0019346;01230, 00260, 00270, 00450, 01100;;;;1p31.1;1
HMBS;HS046223;0.0110;3776;2;0;1412;1;245;3145;0005829, 0004418, 0006783, 0018160, 0006782, 0044281;00860, 01100;;;;11q23.3;11
SOX10;HS052702;0.0107;4042;7;0;1511;1;245;6663;0031315, 0005634, 0003682, 0000978, 0000980, 0003705, 0003713, 0009653, 0048469, 0048589, 0048546, 0048484, 0001701, 0030318, 0043066, 0090090, 0045892, 0001755, 0048709, 0007422, 0014015, 0002052, 0045944, 0006357;;;;;22q13.1;22
CTSH;HS042113;0.0107;3359;1;0;1521;1;245;1512;0001669, 0097208, 0005829, 0005615, 0005764, 0001520, 0004177, 0008656, 0004197, 0030108, 0004252, 0070324, 0019882, 0010815, 0097067, 0060448, 0070371, 0002764, 0033619, 0001656, 0043066, 0010813, 0045766, 0008284, 0010634, 0010628, 0031648, 0032526, 0007283, 0043129, 0001913, 0031638;04142;;;;15q25.1;15
ABCC2;HS041010;0.0105;7259;1;0;1597;1;245;1244;0016324, 0005887, 0046581, 0005524, 0042626, 0008514, 0030644, 0006855, 0015732, 0046685, 0009408, 0031427, 0006979, 0070327;02010, 04976;;;;10q24;10
CYP3A5;HS042283;0.0104;6279;1;0;1610;1;245;1577;0005789, 0070330, 0020037, 0005506, 0004497, 0019825, 0009822, 0042737, 0070989, 0044281, 0008202, 0006805;00140, 00830, 00980, 05204, 00982;;;;7q21.1;7
SERPINH1;HS055564;0.0103;6194;6;0;1658;1;245;871;0005788, 0005793, 0005615, 0005518, 0004867, 0032964, 0030199, 0030198, 0051604, 0030162, 0006986;;;;;11q13.5;11
SCN5A;HS081918;0.0102;4793;10;0;1703;1;245;6331;0005901, 0009986, 0005783, 0014704, 0016328, 0030315, 0001518, 0030506, 0086006, 0086067, 0003360, 0086069, 0060048, 0003231, 0071277, 0021549, 0086046, 0042475, 0045760, 0050679, 0010765, 0060371, 0060372, 0086091, 1902305, 0086005, 0060373, 0060307, 0014894, 0021537;04261;;;;3p21;3
GPX1;HS045759;0.0101;62542;9;0;27334;3;245;2876;0005829, 0005739, 0004866, 0004602, 0060055, 0019369, 0043534, 0045454, 0001885, 0045444, 0006749, 0060047, 0042744, 0051702, 0008631, 0019372, 0051450, 0014902, 0043066, 0043154, 1902042, 0002862, 0090201, 0051897, 0018158, 0006144, 0006195, 0040029, 0033599, 0043523, 0061136, 0010332, 0033194, 0010269, 0009609, 0009636, 0009410, 0007605, 0048741, 0043403, 0001659, 0006641, 0009650, 0042311;00480, 04918, 05014, 00590, 05016;;;;3p21.3;3
STX2;HS043125;0.0099;5166;4;0;1819;1;245;2054;0016323, 0009986, 0005911, 0031410, 0016021, 0043231, 0045121, 0048306, 0007340, 0030154, 0007398, 0006886, 0009887, 0007165;04130, 04721;;;;12q24.33;12
TSC2;HS053153;0.0099;6311;1;0;1848;1;245;7249;0005901, 0030425, 0005794, 0030426, 0016020, 0043025, 0005634, 0048471, 0033596, 0005096, 0019902, 0006953, 0007050, 0030030, 0006897, 0007173, 0038095, 0008543, 0007507, 0045087, 0008286, 0048009, 0008285, 0045792, 0050680, 0043407, 0014067, 0006469, 0051898, 0032007, 0030178, 0001843, 0048011, 0014065, 0048015, 0050918, 0051291, 0051260, 0006606, 0043491, 0030100, 0046626, 0051056, 0001666;04115, 04910, 04151, 04150;;;;16p13.3;16
CBS;HS055596;0.0098;6256;1;0;1875;1;245;875;0005829, 0005730, 0030554, 0004122, 0020037, 0046872, 0072341, 0042803, 0030170, 0001974, 0060351, 0034641, 0071456, 0021587, 0006535, 0019343, 0001958, 0043418, 0070814, 0019448, 0006565, 0060135, 0043066, 0050880, 0030823, 0043506, 0051593, 0006801, 0019346;00270, 01100, 00260, 01230;;;;21q22.3;21
CA1;HS053459;0.0097;4196;1;0;1942;1;245;759;0005829, 0005794, 0004089, 0008270, 0015701, 0006730, 0044281;00910;;;;8q21.2;8
FSHR;HS044294;0.0095;6749;9;0;2014;1;245;2492;0009986, 0005768, 0016021, 0005886, 0004963, 0017046, 0007189, 0007193, 0071711, 0007610, 0009992, 0007292, 0042699, 0008584, 0045779, 0031175, 0007200, 0033148, 0001545, 0060408, 0033044, 0032350, 0043408, 0045670, 0010640, 0001932, 0003073, 0060009, 0060011, 0007283, 0035093, 0045056, 0060065;04080, 04913;;;;2p21-p16;2
MEN1;HS047958;0.0094;9090;4;0;2093;1;245;4221;0000785, 0032154, 0005829, 0035097, 0016363, 0003682, 0003690, 0000400, 0030674, 0043565, 0044212, 0000403, 0007420, 0007050, 0006338, 0006281, 0048704, 0030097, 0034968, 0001776, 0000165, 0060135, 0008285, 0045736, 0046329, 0046621, 0045668, 0043433, 0051974, 0000122, 0002076, 0002051, 0060021, 0043065, 0051781, 0043280, 0031062, 0045669, 0032092, 0045944, 0030511, 0032925, 0010332, 0009411, 0006367, 0007179;05202;;;;11q13;11
HLA-DQA1;HS085541;0.0094;5708;1;0;2096;1;245;100509457, 3117;0030669, 0010008, 0012507, 0000139, 0071556, 0005887, 0005765, 0042613, 0032588, 0032395, 0019886, 0060333, 0031295, 0050852;05152, 05164, 05166, 05321, 05332, 05310, 05323, 05322, 05330, 05416, 05145, 04145, 04514, 04612, 04672, 05168, 05320, 04940, 05150, 05140, 05169;;;;6p21.3;Un
CHRM2;HS037897;0.0093;4531;1;0;2131;1;245;1129;0030054, 0005887, 0045211, 0016907, 0007188, 0007399, 0007207, 0008016, 0009615;04020, 04810, 04080, 04725, 04151;;;;7q31-q35;7
SERPINA1;HS049338;0.0092;37019;3;0;13474;2;245;5265;0005615, 0031093, 0005578, 0004867, 0006953, 0030168, 0002576, 0030162, 0046687, 0034097, 0032355, 0001666, 0010288, 0032496, 0033986, 0034014;04610;;;;14q32.1;14
CASR;HS055091;0.0092;8484;3;0;2186;1;245;846;0005887, 0004930, 0004435, 0009653, 0070509, 0006874, 0007635, 0005513, 0001503;;;;;3q13;3
SRD5A1;HS052742;0.0091;4898;1;0;2217;1;245;6715;0005789, 0016021, 0003865, 0047751, 0009055, 0006702, 0030154, 0007530, 0007548, 0044281;00140;;;;5p15;5
GALNS;HS044593;0.0089;4080;1;0;2331;1;245;2588;0043202, 0046872, 0003943, 0043890, 0005975, 0042340;01100, 04142, 00531;;;;16q24.3;16
