Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
CTSB;HS042096;0.0040;18678;1;0;7876;1;243;1508;0036021, 0005615, 0042470, 0005739, 0005730, 0048471, 0004197, 0097067, 0030574, 0022617, 0045087, 0006508, 0042981, 0050790, 0002224;04142, 04612;;;;8p22;8
TTR;HS053175;0.0040;26904;10;0;7892;1;243;7276;0005737, 0005576, 0005615, 0043234, 0042562, 0030198, 0007603, 0001523, 0042572, 0006810;;;;;18q12.1;18
CSF1;HS041753;0.0040;26415;1;0;7957;1;243;1435;0005615, 0016021, 0016020, 0048471, 0005886, 0043235, 0005125, 0008083, 0005157, 0042803, 0060444, 0008283, 0003006, 0048873, 0006954, 0045087, 0030225, 0060763, 0060611, 0042117, 0042476, 0001503, 0030316, 0002158, 0030335, 0001954, 0010628, 0010744, 0045651, 0045657, 0032946, 0040018, 0042488, 0045672, 0045860, 0046579, 0030278;04014, 04015, 04060, 04151, 04640, 04668, 05323, 04380;;;;1p13.3;1
GHRL;HS049245;0.0039;48221;1;0;8122;1;243;51738;0030424, 0005788, 0005615, 0034774, 0031768, 0016608, 0030296, 0008154, 0000187, 0008343, 0051216, 0044267, 0043400, 0046697, 0016358, 0007204, 0007186, 0001696, 0006006, 0030252, 0009755, 0016525, 0043066, 0042322, 0001937, 0050728, 0046676, 0032691, 0045409, 0040013, 0042536, 0032100, 0046010, 0051461, 0051464, 0060399, 0060124, 0032024, 0040018, 0051965, 0060079, 0043627;04080;;;;3p26-p25;3
HSPD1;HS046386;0.0039;26132;1;0;8157;1;243;3329;0009986, 0005905, 0030135, 0005829, 0005769, 0005615, 0046696, 0005743, 0005759, 0005886, 0030141, 0005524, 0016887, 0003688, 0001530, 0003697, 0051082, 0006458, 0006919, 0002368, 0042100, 0051131, 0048291, 0019048, 0002755, 0043066, 0043065, 0032727, 0032729, 0032733, 0032735, 0032755, 0043032, 0050870, 0002842, 0051604, 0042026, 0050821, 0006986, 0042110;04940, 03018, 05152, 05134;;;;2q33.1;2
CYP19A1;HS042338;0.0035;34300;2;0;8930;1;243;1588;0005789, 0070330, 0009055, 0020037, 0005506, 0019825, 0008209, 0006703, 0060736, 0016125, 0006805;01100, 04913, 00140;;;;15q21.1;15
CREB1;HS041553;0.0033;27761;2;0;9405;1;243;1385;0005719, 0005654, 0005667, 0035497, 0000980, 0003705, 0001190, 0003712, 0007202, 0007411, 0007173, 0038095, 0008543, 0045087, 0007595, 0060430, 0019048, 0002755, 0010944, 0048011, 0007219, 0048015, 0021983, 0045600, 0046887, 0046889, 0040018, 0006468, 0050821, 0008361, 0042493, 0033363, 0051403, 0007268, 0034166, 0034134, 0034138, 0034142, 0034146, 0034162, 0038123, 0038124, 0035666, 0060509;05016, 04962, 04916, 04911, 05034, 05031, 04668, 05161, 05166, 04612, 04151, 04918, 04728, 04380, 04261, 04710, 04713, 05203, 04725, 05030, 05215, 04915, 05152;;;;2q34;2
F7;HS043203;0.0028;36891;3;0;10526;1;243;2155;0005788, 0005576, 0005615, 0005796, 0005886, 0031982, 0005509, 0004252, 0007598, 0007623, 0031100, 0017187, 0030194, 0002690, 0010641, 0050927, 0051897, 0043687, 0006508, 0043627, 0060416, 0032571;04610;;;;13q34;13
IL3;HS046867;0.0026;31719;1;0;11038;1;243;3562;0005615, 0005135, 0007267, 0035162, 0006955, 0007399, 0008284, 0045740, 0042523;04151, 04060, 04210, 04630, 04664, 05202, 05310, 04640;;;;5q31.1;5
SOD1;HS052683;0.0024;41301;2;0;11612;1;243;6647;0031410, 0005829, 0032839, 0031012, 0005615, 0005759, 0043025, 0005634, 0005777, 0043234, 0005507, 0042803, 0030346, 0048365, 0004784, 0008270, 0000187, 0008089, 0006309, 0060088, 0007569, 0006879, 0006302, 0007566, 0006749, 0060047, 0050665, 0007626, 0046716, 0002262, 0045541, 0043524, 0060052, 0001541, 0032287, 0001890, 0030168, 0002576, 0043065, 0001819, 1902177, 0032930, 0008217, 0051881, 0040014, 0046620, 0032314, 0033081, 0060087, 0019430, 0001975, 0048678, 0046688, 0042493, 0045471, 0009408, 0042542, 0031667, 0001895, 0008090, 0007605, 0007283, 0042554, 0048538;04146, 05016, 05014, 05020;;;;21q22.11;21
